Species,Genus,Sub-family,Family,Order
oweni,Scapanulus,Talpinae,Talpidae,Eulipotyphla
sp,Scapanus,Scalopinae,Talpidae,Eulipotyphla
moschatus,Scaptochirus,Talpinae,Talpidae,Eulipotyphla
fusicauda,Scaptonyx,Talpinae,Talpidae,Eulipotyphla
cubanus,Solenodon,Solenodontinae,Solenodontidae,Eulipotyphla
paradoxus,Solenodon,Solenodontinae,Solenodontidae,Eulipotyphla
alpinus,Sorex,Soricinae,Soricidae,Eulipotyphla
araneus,Sorex,Soricinae,Soricidae,Eulipotyphla
caecutiens,Sorex,Soricinae,Soricidae,Eulipotyphla
cinereus,Sorex,Soricinae,Soricidae,Eulipotyphla
coronatus,Sorex,Soricinae,Soricidae,Eulipotyphla
minutus,Sorex,Soricinae,Soricidae,Eulipotyphla
monticolus,Sorex,Soricinae,Soricidae,Eulipotyphla
nigrescens,Soriculus,Soricinae,Soricidae,Eulipotyphla
etruscus,Suncus,Crocidurinae,Soricidae,Eulipotyphla
murinus,Suncus,Crocidurinae,Soricidae,Eulipotyphla
lunaris,Sylvisorex,Crocidurinae,Soricidae,Eulipotyphla
europaea,Talpa,Talpinae,Talpidae,Eulipotyphla
soricipes,Uropsilus,Uropsilinae,Talpidae,Eulipotyphla
talpoides,Urotrichus,Talpinae,Talpidae,Eulipotyphla
sapiens,Homo,Homininae,Hominidae,Primates
vampyrus,Pteropus,Pteropodinae,Pteropodidae,Chiroptera
sp,Chodsigoa,Nectogalinae,Soricidae,Eulipotyphla
musculus,Mus,Murinae,Muridae,Rodentia
sp,Equus,Equinae,Equidae,Perissodactyla
lupus,Canis,Caninae,Canidae,Carnivora
scrofa,Sus,Suinae,Suidae,Artiodactyla
sp,Didelphis,Didelphinae,Didelphidae,Didelphimorphia
celebensis,Acerodon,,Pteropodidae,Chiroptera
jubatus,Acerodon,,Pteropodidae,Chiroptera
macklotii,Acerodon,,Pteropodidae,Chiroptera
jubatus,Acinonyx,,Felidae,Carnivora
fulvescens,Acipenser,,Acipenseridae,Acipenseriformes
nasomaculatus,Addax,Antilopinae,Bovidae,Artiodactyla
paca,Agouti,,Cuniculidae,Rodentia
buselaphus,Alcelaphus,Alcelaphinae,Bovidae,Artiodactyla
alces,Alces,,Cervidae,Artiodactyla
fortis,Alexandromys,,Cricetidae,Rodentia
limnophilus,Alexandromys,,Cricetidae,Rodentia
maximowiczii,Alexandromys,,Cricetidae,Rodentia
oeconomus,Alexandromys,,Cricetidae,Rodentia
pelagicus,Alopias,,Alopiidae,Lamniformes
sp,Alpiscaptulus,Talpinae,Talpidae,Soricomorpha
lervia,Ammotragus,,Bovidae,Artiodactyla
beecrofti,Anomalurus,,Anomaluridae,Rodentia
derbianus,Anomalurus,,Anomaluridae,Rodentia
agrarius,Apodemus,Murinae,Muridae,Rodentia
draco,Apodemus,Murinae,Muridae,Rodentia
latronum,Apodemus,Murinae,Muridae,Rodentia
peninsulae,Apodemus,Murinae,Muridae,Rodentia
semotus,Apodemus,Murinae,Muridae,Rodentia
sylvaticus,Apodemus,Murinae,Muridae,Rodentia
binturong,Arctictis,,Viverridae,Carnivora
australis,Arctocephalus,,Otariidae,Carnivora
galapagoensis,Arctocephalus,,Otariidae,Carnivora
gazella,Arctocephalus,,Otariidae,Carnivora
pusillus,Arctocephalus,,Otariidae,Carnivora
townsendi,Arctocephalus,,Otariidae,Carnivora
simus,Arctodus,,Ursidae,Carnivora
trivirgata,Arctogalidia,,Viverridae,Carnivora
hartii,Artibeus,Stenodermatinae,Phyllostomidae,Chiroptera
hirsutus,Artibeus,Stenodermatinae,Phyllostomidae,Chiroptera
jamaicensis,Artibeus,Stenodermatinae,Phyllostomidae,Chiroptera
lituratus,Artibeus,Stenodermatinae,Phyllostomidae,Chiroptera
nairobae,Arvicanthis,Murinae,Muridae,Rodentia
niloticus,Arvicanthis,Murinae,Muridae,Rodentia
somalicus,Arvicanthis,Murinae,Muridae,Rodentia
amphibius,Arvicola,,Cricetidae,Rodentia
chamek,Ateles,,Atelidae,Primates
geoffroyi,Ateles,,Atelidae,Primates
paniscus,Ateles,,Atelidae,Primates
acutorostrata,Balaenoptera,,Balaenopteridae,Cetacea
bonaerensis,Balaenoptera,,Balaenopteridae,Cetacea
borealis,Balaenoptera,,Balaenopteridae,Cetacea
brydei,Balaenoptera,,Balaenopteridae,Cetacea
edeni,Balaenoptera,,Balaenopteridae,Cetacea
musculus,Balaenoptera,,Balaenopteridae,Cetacea
omurai,Balaenoptera,,Balaenopteridae,Cetacea
physalus,Balaenoptera,,Balaenopteridae,Cetacea
ricei,Balaenoptera,,Balaenopteridae,Cetacea
beijingensis,Barbastella,,Vespertilionidae,Chiroptera
bison,Bison,,Bovidae,Artiodactyla
bonasus,Bison,,Bovidae,Artiodactyla
priscus,Bison,,Bovidae,Artiodactyla
gaurus,Bos,,Bovidae,Artiodactyla
grunniens,Bos,,Bovidae,Artiodactyla
javanicus,Bos,,Bovidae,Artiodactyla
primigenius,Bos,,Bovidae,Artiodactyla
taurus,Bos,,Bovidae,Artiodactyla
cavernarum,Brachyphylla,,Phyllostomidae,Chiroptera
chacoensis,Cabassous,,Dasypodidae,Cingulata
tatouay,Cabassous,,Dasypodidae,Cingulata
jacchus,Callithrix,,Callitrichidae,Primates
ursinus,Callorhinus,,Otariidae,Carnivora
adamsi,Callosciurus,,Sciuridae,Rodentia
albescens,Callosciurus,,Sciuridae,Rodentia
caniceps,Callosciurus,,Sciuridae,Rodentia
erythraeus,Callosciurus,,Sciuridae,Rodentia
finlaysonii,Callosciurus,,Sciuridae,Rodentia
inornatus,Callosciurus,,Sciuridae,Rodentia
nigrovittatus,Callosciurus,,Sciuridae,Rodentia
sp,Camelops,,Camelidae,Artiodactyla
bactrianus,Camelus,,Camelidae,Artiodactyla
dromedarius,Camelus,,Camelidae,Artiodactyla
ferus,Camelus,,Camelidae,Artiodactyla
aegagrus,Capra,,Bovidae,Artiodactyla
caucasica,Capra,,Bovidae,Artiodactyla
cylindricornis,Capra,,Bovidae,Artiodactyla
falconeri,Capra,,Bovidae,Artiodactyla
hircus,Capra,,Bovidae,Artiodactyla
sibirica,Capra,,Bovidae,Artiodactyla
capreolus,Capreolus,,Cervidae,Artiodactyla
pygargus,Capreolus,,Cervidae,Artiodactyla
milneedwardsii,Capricornis,,Bovidae,Artiodactyla
sumatraensis,Capricornis,,Bovidae,Artiodactyla
indicus,Caprimulgus,,Caprimulgidae,Caprimulgiformes
pilorides,Capromys,Capromyinae,Capromyidae,Rodentia
caracal,Caracal,,Felidae,Carnivora
syrichta,Carlito,,Tarsiidae,Primates
argynnis,Casinycteris,,Pteropodidae,Chiroptera
campomaanensis,Casinycteris,,Pteropodidae,Chiroptera
ophiodon,Casinycteris,,Pteropodidae,Chiroptera
canadensis,Castor,,Castoridae,Rodentia
wagneri,Catagonus,,Tayassuidae,Artiodactyla
badia,Catopuma,Felinae,Felidae,Carnivora
temminckii,Catopuma,Felinae,Felidae,Carnivora
pygmaea,Cebuella,,Callitrichidae,Primates
callipygus,Cephalophus,,Bovidae,Artiodactyla
dorsalis,Cephalophus,,Bovidae,Artiodactyla
natalensis,Cephalophus,,Bovidae,Artiodactyla
nigrifrons,Cephalophus,,Bovidae,Artiodactyla
ogilbyi,Cephalophus,,Bovidae,Artiodactyla
rufilatus,Cephalophus,,Bovidae,Artiodactyla
simum,Ceratotherium,,Rhinocerotidae,Perissodactyla
canadensis,Cervus,,Cervidae,Artiodactyla
elaphus,Cervus,,Cervidae,Artiodactyla
hanglu,Cervus,,Cervidae,Artiodactyla
nippon,Cervus,,Cervidae,Artiodactyla
leucogaster,Chaerephon,,Molossidae,Chiroptera
pumilus,Chaerephon,,Molossidae,Chiroptera
vellerosus,Chaetophractus,,Dasypodidae,Cingulata
villosus,Chaetophractus,,Dasypodidae,Cingulata
sp,Chain,,Canidae,Carnivora
striata,Channa,,Channidae,Perciformes
crossleyi,Cheirogaleus,,Cheirogaleidae,Primates
major,Cheirogaleus,,Cheirogaleidae,Primates
medius,Cheirogaleus,,Cheirogaleidae,Primates
lucifer,Cheracebus,,Pitheciidae,Primates
regulus,Cheracebus,,Pitheciidae,Primates
torquatus,Cheracebus,,Pitheciidae,Primates
gud,Chionomys,,Cricetidae,Rodentia
nivalis,Chionomys,,Cricetidae,Rodentia
roberti,Chionomys,,Cricetidae,Rodentia
salvini,Chiroderma,,Phyllostomidae,Chiroptera
didactylus,Choloepus,,Megalonychidae,Pilosa
hoffmanni,Choloepus,,Megalonychidae,Pilosa
owstoni,Chrotogale,Hemigalinae,Viverridae,Carnivora
civetta,Civettictis,Viverrinae,Viverridae,Carnivora
gapperi,Clethrionomys,,Cricetidae,Rodentia
hankugensis,Cobitis,,Cobitidae,Cypriniformes
antiquitatis,Coelodonta,,Rhinocerotidae,Perissodactyla
chinga,Conepatus,,Mephitidae,Carnivora
leuconotus,Conepatus,,Mephitidae,Carnivora
semistriatus,Conepatus,,Mephitidae,Carnivora
barabensis,Cricetulus,,Cricetidae,Rodentia
griseus,Cricetulus,,Cricetidae,Rodentia
platycephalus,Crossarchus,Mungotinae,Herpestidae,Carnivora
celebensis,Crunomys,,Muridae,Rodentia
fallax,Crunomys,,Muridae,Rodentia
melanius,Crunomys,,Muridae,Rodentia
ochraceiventer,Crunomys,,Muridae,Rodentia
leucodon,Ctenomys,,Ctenomyidae,Rodentia
sociabilis,Ctenomys,,Ctenomyidae,Rodentia
torquatus,Ctenomys,,Ctenomyidae,Rodentia
taczanowskii,Cuniculus,,Cuniculidae,Rodentia
alpinus,Cuon,,Canidae,Carnivora
didactylus,Cyclopes,,Cyclopedidae,Pilosa
penicillata,Cynictis,,Herpestidae,Carnivora
abrasus,Cynomops,,Molossidae,Chiroptera
mexicanus,Cynomops,,Molossidae,Chiroptera
brachyotis,Cynopterus,,Pteropodidae,Chiroptera
sphinx,Cynopterus,,Pteropodidae,Chiroptera
fragment,DNA,,,Orthoceratida
choprae,Danio,,Cyprinidae,Cypriniformes
madagascariensis,Daubentonia,,Daubentoniidae,Primates
dorsalis,Dendrohyrax,,Procaviidae,Hyracoidea
interfluvialis,Dendrohyrax,,Procaviidae,Hyracoidea
sumatrensis,Dicerorhinus,,Rhinocerotidae,Perissodactyla
bicornis,Diceros,,Rhinocerotidae,Perissodactyla
tajacu,Dicotyles,,Tayassuidae,Artiodactyla
hudsonius,Dicrostonyx,,Cricetidae,Rodentia
torquatus,Dicrostonyx,,Cricetidae,Rodentia
megalotis,Dorcatragus,,Bovidae,Artiodactyla
everetti,Dremomys,,Sciuridae,Rodentia
gularis,Dremomys,,Sciuridae,Rodentia
lokriah,Dremomys,,Sciuridae,Rodentia
pyrrhomerus,Dremomys,,Sciuridae,Rodentia
rufigenis,Dremomys,,Sciuridae,Rodentia
carolinenis,Dumetella,,Mimidae,Passeriformes
carolinensis,Dumetella,,Mimidae,Passeriformes
alba,Ectophylla,,Phyllostomidae,Chiroptera
cephalophus,Elaphodus,Cervinae,Cervidae,Artiodactyla
sibiricum,Elasmotherium,,Rhinocerotidae,Perissodactyla
brachyrhynchus,Elephantulus,,Macroscelididae,Macroscelidea
myurus,Elephantulus,,Macroscelididae,Macroscelidea
minor,Eliurus,Nesomyinae,Nesomyidae,Rodentia
webbi,Eliurus,Nesomyinae,Nesomyidae,Rodentia
luteus,Eolagurus,,Cricetidae,Rodentia
spelaea,Eonycteris,,Pteropodidae,Chiroptera
baileyi,Eospalax,,Spalacidae,Rodentia
cansus,Eospalax,,Spalacidae,Rodentia
fontanierii,Eospalax,,Spalacidae,Rodentia
smithii,Eospalax,,Spalacidae,Rodentia
cachinus,Eothenomys,Arvicolinae,Cricetidae,Rodentia
olitor,Eothenomys,Arvicolinae,Cricetidae,Rodentia
setchuanus,Eozapus,,Dipodidae,Rodentia
areolatus,Epinephelus,Epinephelinae,Serranidae,Perciformes
crypturus,Epomophorus,Rousettinae,Pteropodidae,Chiroptera
gambianus,Epomophorus,Rousettinae,Pteropodidae,Chiroptera
minimus,Epomophorus,Rousettinae,Pteropodidae,Chiroptera
minor,Epomophorus,Rousettinae,Pteropodidae,Chiroptera
wahlbergi,Epomophorus,Rousettinae,Pteropodidae,Chiroptera
buettikoferi,Epomops,,Pteropodidae,Chiroptera
dobsonii,Epomops,,Pteropodidae,Chiroptera
franqueti,Epomops,,Pteropodidae,Chiroptera
bottae,Eptesicus,,Vespertilionidae,Chiroptera
nilssonii,Eptesicus,,Vespertilionidae,Chiroptera
robustus,Eschrichtius,,Eschrichtiidae,Cetacea
australis,Eubalaena,,Balaenidae,Cetacea
glacialis,Eubalaena,,Balaenidae,Cetacea
rufifrons,Eudorcas,Antilopinae,Bovidae,Artiodactyla
thomsonii,Eudorcas,Antilopinae,Bovidae,Artiodactyla
rufescens,Eugongylus,Eugongylinae,Scincidae,Squamata
macaco,Eulemur,,Lemuridae,Primates
rubriventer,Eulemur,,Lemuridae,Primates
rufifrons,Eulemur,,Lemuridae,Primates
glaucinus,Eumops,,Molossidae,Chiroptera
patagonicus,Eumops,,Molossidae,Chiroptera
concinnus,Exilisciurus,Callosciurinae,Sciuridae,Rodentia
catus,Felis,,Felidae,Carnivora
margarita,Felis,,Felidae,Carnivora
silvestris,Felis,,Felidae,Carnivora
fossana,Fossa,Euplerinae,Eupleridae,Carnivora
anselli,Fukomys,,Bathyergidae,Rodentia
damarensis,Fukomys,,Bathyergidae,Rodentia
bennettii,Gazella,,Bovidae,Artiodactyla
cuvieri,Gazella,,Bovidae,Artiodactyla
dorcas,Gazella,,Bovidae,Artiodactyla
erlangeri,Gazella,,Bovidae,Artiodactyla
gazella,Gazella,,Bovidae,Artiodactyla
leptoceros,Gazella,,Bovidae,Artiodactyla
spekei,Gazella,,Bovidae,Artiodactyla
speki,Gazella,,Bovidae,Artiodactyla
subgutturosa,Gazella,,Bovidae,Artiodactyla
camelopardalis,Giraffa,,Giraffidae,Artiodactyla
giraffa,Giraffa,,Giraffidae,Artiodactyla
reticulata,Giraffa,,Giraffidae,Artiodactyla
tippelskirchi,Giraffa,,Giraffidae,Artiodactyla
glis,Glis,,Gliridae,Rodentia
commissarisi,Glossophaga,,Phyllostomidae,Chiroptera
leachii,Glossophaga,,Phyllostomidae,Chiroptera
mutica,Glossophaga,,Phyllostomidae,Chiroptera
soricina,Glossophaga,,Phyllostomidae,Chiroptera
beringei,Gorilla,,Hominidae,Primates
gorilla,Gorilla,,Hominidae,Primates
polionops,Grammomys,,Muridae,Rodentia
surdaster,Grammomys,,Muridae,Rodentia
kelleni,Graphiurus,,Gliridae,Rodentia
murinus,Graphiurus,,Gliridae,Rodentia
gulo,Gulo,Martinae,Mustelidae,Carnivora
spadiceus,Hadrosciurus,,Sciuridae,Rodentia
grypus,Halichoerus,,Phocidae,Carnivora
francisci,Haringtonhippus,,Equidae,Perissodactyla
malayanus,Helarctos,Ursinae,Ursidae,Carnivora
hylocrius,Hemitragus,Caprinae,Bovidae,Artiodactyla
jemlahicus,Hemitragus,Caprinae,Bovidae,Artiodactyla
brachyurus,Herpestes,Herpestinae,Herpestidae,Carnivora
ichneumon,Herpestes,Herpestinae,Herpestidae,Carnivora
naso,Herpestes,Herpestinae,Herpestidae,Carnivora
saldiasi,Hippidion,,Equidae,Perissodactyla
amphibius,Hippopotamus,,Hippopotamidae,Artiodactyla
armiger,Hipposideros,,Hipposideridae,Chiroptera
cervinus,Hipposideros,,Hipposideridae,Chiroptera
diadema,Hipposideros,,Hipposideridae,Chiroptera
dinops,Hipposideros,,Hipposideridae,Chiroptera
lylei,Hipposideros,,Hipposideridae,Chiroptera
pendleburyi,Hipposideros,,Hipposideridae,Chiroptera
pratti,Hipposideros,,Hipposideridae,Chiroptera
equinus,Hippotragus,,Bovidae,Artiodactyla
leucophaeus,Hippotragus,,Bovidae,Artiodactyla
niger,Hippotragus,,Bovidae,Artiodactyla
hydrochaeris,Hydrochoerus,,Caviidae,Rodentia
inermis,Hydropotes,,Cervidae,Artiodactyla
leptonyx,Hydrurga,,Phocidae,Carnivora
klossii,Hylobates,,Hylobatidae,Primates
moloch,Hylobates,,Hylobatidae,Primates
aeta,Hylomyscus,Murinae,Muridae,Rodentia
alleni,Hylomyscus,Murinae,Muridae,Rodentia
anselli,Hylomyscus,Murinae,Muridae,Rodentia
denniae,Hylomyscus,Murinae,Muridae,Rodentia
endorobae,Hylomyscus,Murinae,Muridae,Rodentia
heinrichorum,Hylomyscus,Murinae,Muridae,Rodentia
kerbispeterhansi,Hylomyscus,Murinae,Muridae,Rodentia
pamfi,Hylomyscus,Murinae,Muridae,Rodentia
parvus,Hylomyscus,Murinae,Muridae,Rodentia
simus,Hylomyscus,Murinae,Muridae,Rodentia
stella,Hylomyscus,Murinae,Muridae,Rodentia
walterverheyeni,Hylomyscus,Murinae,Muridae,Rodentia
alboniger,Hylopetes,,Sciuridae,Rodentia
phayrei,Hylopetes,,Sciuridae,Rodentia
ampullatus,Hyperoodon,,Ziphiidae,Cetartiodactyla
monstrosus,Hypsignathus,,Pteropodidae,Chiroptera
albicauda,Ichneumia,,Herpestidae,Carnivora
libycus,Ictonyx,,Mustelidae,Carnivora
striatus,Ictonyx,,Mustelidae,Carnivora
papillosa,Kerivoula,,Vespertilionidae,Chiroptera
ellipsiprymnus,Kobus,,Bovidae,Artiodactyla
leche,Kobus,,Bovidae,Artiodactyla
vaigiensis,Kyphosus,,Kyphosidae,Perciformes
albirostris,Lagenorhynchus,,Delphinidae,Cetacea
poeppigii,Lagothrix,,Atelidae,Primates
noctivagans,Lasionycteris,,Vespertilionidae,Chiroptera
anglicus,Lasiopodomys,,Cricetidae,Rodentia
brandtii,Lasiopodomys,,Cricetidae,Rodentia
curtatus,Lemmiscus,,Cricetidae,Rodentia
sibiricus,Lemmus,,Cricetidae,Rodentia
barbarus,Lemniscomys,,Muridae,Rodentia
rosalia,Lemniscomys,,Muridae,Rodentia
catta,Lemur,,Lemuridae,Primates
guttulus,Leopardus,,Felidae,Carnivora
jacobita,Leopardus,,Felidae,Carnivora
pardalis,Leopardus,,Felidae,Carnivora
tigrinus,Leopardus,,Felidae,Carnivora
sabanus,Leopoldamys,,Muridae,Rodentia
dorsalis,Lepilemur,,Lepilemuridae,Primates
hollandorum,Lepilemur,,Lepilemuridae,Primates
microdon,Lepilemur,,Lepilemuridae,Primates
scottorum,Lepilemur,,Lepilemuridae,Primates
seali,Lepilemur,,Lepilemuridae,Primates
wrighti,Lepilemur,,Lepilemuridae,Primates
serval,Leptailurus,,Felidae,Carnivora
weddellii,Leptonychotes,,Phocidae,Carnivora
americanus,Lepus,,Leporidae,Lagomorpha
arcticus,Lepus,,Leporidae,Lagomorpha
californicus,Lepus,,Leporidae,Lagomorpha
capensis,Lepus,,Leporidae,Lagomorpha
europaeus,Lepus,,Leporidae,Lagomorpha
hainanus,Lepus,,Leporidae,Lagomorpha
mandshuricus,Lepus,,Leporidae,Lagomorpha
sinensis,Lepus,,Leporidae,Lagomorpha
timidus,Lepus,,Leporidae,Lagomorpha
tolai,Lepus,,Leporidae,Lagomorpha
acutus,Leucopleurus,,Delphinidae,Cetacea
carcinophaga,Lobodon,,Phocidae,Carnivora
carcinophagus,Lobodon,,Phocidae,Carnivora
brasiliense,Lophostoma,,Thymelaeaceae,Malvales
carrikeri,Lophostoma,,Thymelaeaceae,Malvales
schulzi,Lophostoma,,Thymelaeaceae,Malvales
silvicolum,Lophostoma,,Thymelaeaceae,Malvales
lutra,Lutra,,Mustelidae,Carnivora
sechurae,Lycalopex,,Canidae,Carnivora
canadensis,Lynx,Felinae,Felidae,Carnivora
lynx,Lynx,Felinae,Felidae,Carnivora
pardinus,Lynx,Felinae,Felidae,Carnivora
rufus,Lynx,Felinae,Felidae,Carnivora
fascicularis,Macaca,,Cercopithecidae,Primates
mulatta,Macaca,,Cercopithecidae,Primates
nemestrina,Macaca,,Cercopithecidae,Primates
minimus,Macroglossus,Macroglossusinae,Pteropodidae,Chiroptera
sobrinus,Macroglossus,Macroglossusinae,Pteropodidae,Chiroptera
macrophyllum,Macrophyllum,,Phyllostomidae,Chiroptera
kirkii,Madoqua,,Bovidae,Artiodactyla
saltiana,Madoqua,,Bovidae,Artiodactyla
crassicaudata,Manis,,Manidae,Pholidota
gigantea,Manis,,Manidae,Pholidota
javanica,Manis,,Manidae,Pholidota
mysteria,Manis,,Manidae,Pholidota
pentadactyla,Manis,,Manidae,Pholidota
tetradactyla,Manis,,Manidae,Pholidota
tricuspis,Manis,,Manidae,Pholidota
baibacina,Marmota,,Sciuridae,Rodentia
flaviventris,Marmota,,Sciuridae,Rodentia
marmota,Marmota,,Sciuridae,Rodentia
monax,Marmota,,Sciuridae,Rodentia
sibirica,Marmota,,Sciuridae,Rodentia
foina,Martes,,Mustelidae,Carnivora
martes,Martes,,Mustelidae,Carnivora
melampus,Martes,,Mustelidae,Carnivora
pennanti,Martes,,Mustelidae,Carnivora
zibellina,Martes,,Mustelidae,Carnivora
angolensis,Mastomys,,Muridae,Rodentia
coucha,Mastomys,,Muridae,Rodentia
erythroleucus,Mastomys,,Muridae,Rodentia
hildebrandtii,Mastomys,,Muridae,Rodentia
kollmannspergeri,Mastomys,,Muridae,Rodentia
bartelsii,Maxomys,,Muridae,Rodentia
dollmani,Maxomys,,Muridae,Rodentia
hellwaldii,Maxomys,,Muridae,Rodentia
hylomyoides,Maxomys,,Muridae,Rodentia
musschenbroekii,Maxomys,,Muridae,Rodentia
surifer,Maxomys,,Muridae,Rodentia
wattsi,Maxomys,,Muridae,Rodentia
whiteheadi,Maxomys,,Muridae,Rodentia
americana,Mazama,,Cervidae,Artiodactyla
chunyi,Mazama,,Cervidae,Artiodactyla
gouazoupira,Mazama,,Cervidae,Artiodactyla
nemorivaga,Mazama,,Cervidae,Artiodactyla
rufina,Mazama,,Cervidae,Artiodactyla
temama,Mazama,,Cervidae,Artiodactyla
sp,Megaloceros,Cervinae,Cervidae,Artiodactyla
azagnyi,Megaloglossus,,Pteropodidae,Chiroptera
woermanni,Megaloglossus,,Pteropodidae,Chiroptera
anakuma,Meles,,Mustelidae,Carnivora
meles,Meles,,Mustelidae,Carnivora
mephitis,Mephitis,,Mephitidae,Carnivora
tamariscinus,Meriones,,Muridae,Rodentia
tristrami,Meriones,,Muridae,Rodentia
unguiculatus,Meriones,,Muridae,Rodentia
hispidus,Mesomys,,Echimyidae,Rodentia
stimulax,Mesomys,,Echimyidae,Rodentia
macconnelli,Mesophylla,,Phyllostomidae,Chiroptera
europaeus,Mesoplodon,,Hyperoodontidae,Cetacea
ginkgodens,Mesoplodon,,Hyperoodontidae,Cetacea
grayi,Mesoplodon,,Hyperoodontidae,Cetacea
mirus,Mesoplodon,,Hyperoodontidae,Cetacea
griseorufus,Microcebus,,Cheirogaleidae,Primates
murinus,Microcebus,,Cheirogaleidae,Primates
myoxinus,Microcebus,,Cheirogaleidae,Primates
erythrotis,Micromys,Murinae,Muridae,Rodentia
minutus,Micromys,Murinae,Muridae,Rodentia
pygmaeus,Micromys,Murinae,Muridae,Rodentia
hirsuta,Micronycteris,,Phyllostomidae,Chiroptera
megalotis,Micronycteris,,Phyllostomidae,Chiroptera
arvalis,Microtus,,Cricetidae,Rodentia
daghestanicus,Microtus,,Cricetidae,Rodentia
ilaeus,Microtus,,Cricetidae,Rodentia
maximowiczii,Microtus,,Cricetidae,Rodentia
montanus,Microtus,,Cricetidae,Rodentia
obscurus,Microtus,,Cricetidae,Rodentia
ochrogaster,Microtus,,Cricetidae,Rodentia
oregoni,Microtus,,Cricetidae,Rodentia
pennsylvanicus,Microtus,,Cricetidae,Rodentia
pinetorum,Microtus,,Cricetidae,Rodentia
richardsoni,Microtus,,Cricetidae,Rodentia
socialis,Microtus,,Cricetidae,Rodentia
schreibersii,Miniopterus,,Miniopteridae,Chiroptera
ogouensis,Miopithecus,Cercopithecinae,Cercopithecidae,Primates
trumani,Miracinonyx,,Felidae,Carnivora
angustirostris,Mirounga,,Phocidae,Carnivora
leonina,Mirounga,,Phocidae,Carnivora
molossus,Molossus,,Molossidae,Chiroptera
monachus,Monachus,Monachinae,Phocidae,Carnivora
plicatus,Mops,,Molossidae,Chiroptera
pumilus,Mops,,Molossidae,Chiroptera
cobourgianus,Mormopterus,,Molossidae,Chiroptera
loriae,Mormopterus,,Molossidae,Chiroptera
petersi,Mormopterus,,Molossidae,Chiroptera
planiceps,Mormopterus,,Molossidae,Chiroptera
anhuiensis,Moschus,,Moschidae,Artiodactyla
berezovskii,Moschus,,Moschidae,Artiodactyla
chrysogaster,Moschus,,Moschidae,Artiodactyla
cupreus,Moschus,,Moschidae,Artiodactyla
fuscus,Moschus,,Moschidae,Artiodactyla
leucogaster,Moschus,,Moschidae,Artiodactyla
moschiferus,Moschus,,Moschidae,Artiodactyla
atherodes,Muntiacus,,Cervidae,Artiodactyla
feae,Muntiacus,,Cervidae,Artiodactyla
gongshanensis,Muntiacus,,Cervidae,Artiodactyla
